PP,Ad(PD),Ad(Ac),Bi
0.036213412322103976,0.03671785211190581,0.03317748717963696,0.03130124714225531
0.03554389793425798,0.036457826104015115,0.03516003731638193,0.03188377376645803
0.042349246144294736,0.04166109804064035,0.037885233759880066,0.0379682470113039
0.0440021613612771,0.04524812269955873,0.04347424488514662,0.043454195559024814
0.038057050108909606,0.042016664333641526,0.04113615844398737,0.03605021629482508
0.039964056201279165,0.03923393059521914,0.03825547760352492,0.03379842322319746
