time,p_iq,p_am,p_wm,p_thm,r_iq,r_am,r_wm,r_thm
4.4267054,1.0,100.22285,-0.0063811904,-0.054192472,1.0,-1744.0708,-0.83575314,-4.939746
4.461996,-1.0,104.45203,-0.107235916,-0.054098226,-1.0,354.30478,-0.4296263,-4.93384
4.497024,1.0,68.35462,-0.120626666,-0.054035395,1.0,5654.2236,2.8894312,-4.929944
4.532076,-1.0,-121.88741,-0.048732616,-0.0538469,-1.0,530.90826,-0.37171337,-4.928028
4.5671067,-1.0,98.741135,-0.010417857,-0.053658403,-1.0,-344.7053,0.084262304,-4.92341
4.602325,-1.0,39.293114,0.09921307,-0.053407077,-1.0,2314.7146,-1.7990026,-4.917849
4.6373587,1.0,31.218386,0.10210245,-0.053407077,1.0,-811.9469,0.33380026,-4.9132624
4.6724086,-1.0,-88.91091,-0.029078504,-0.053438492,-1.0,-1397.0557,-0.5127185,-4.9133883
4.7075605,1.0,80.582565,-0.0060764677,-0.05359557,1.0,-4185.557,-0.19858232,-4.9081416
4.743065,-1.0,-1.1076021,1.3381774e-05,-0.05353274,-1.0,-29.44559,0.05904408,-4.907922
4.7781076,1.0,-6.84674,0.032746423,-0.053658403,1.0,-771.9819,0.4712354,-4.9043717
4.8131404,1.0,79.348755,0.15209883,-0.053626988,1.0,1794.4891,0.75788325,-4.9006333
4.848184,-1.0,32.01776,0.09468929,-0.05353274,-1.0,4849.9536,-0.6008134,-4.904026
4.8836794,1.0,-91.764336,-0.050417364,-0.053564154,1.0,2966.7935,0.95692384,-4.913074
4.9186993,-1.0,-82.30505,0.017364303,-0.05368982,-1.0,576.60834,0.23256752,-4.920174
4.953736,-1.0,17.940964,0.08681111,-0.053626988,-1.0,2285.575,0.19815055,-4.9356303
4.988766,-1.0,-0.02133398,1.8055303e-07,-0.053658403,-1.0,-236.58925,-0.7726258,-4.9498935
5.0250726,1.0,-182.77591,-0.081193626,-0.05375265,1.0,-230.54118,-0.29093584,-4.9592867
5.060141,1.0,-14.426018,-0.09255461,-0.0538469,1.0,-57.976646,-0.09049835,-4.9660096
5.0951977,-1.0,-92.09786,-0.08255595,-0.053941146,-1.0,4654.2734,-0.29091465,-4.9696856
5.1302624,1.0,-101.69727,-0.083380304,-0.05381548,1.0,4821.9404,2.9391682,-4.9670777
5.1665993,1.0,42.36228,-0.030355789,-0.054098226,1.0,-177.21347,-0.18460472,-4.96557
5.2016335,1.0,-154.85495,-0.08266091,-0.054035395,1.0,-132.9164,0.18378721,-4.954543
5.236651,1.0,65.706924,-0.04179145,-0.05397256,1.0,-258.78802,0.37088475,-4.9414425
5.2716737,1.0,-20.756525,0.0005213269,-0.054098226,1.0,-283.74197,0.8407285,-4.9196086
5.3068094,-1.0,-95.96421,-0.049703754,-0.0544438,-1.0,1561.4308,2.0754504,-4.889732
5.341911,-1.0,186.58133,0.0793769,-0.054632295,-1.0,297.31064,1.1696106,-4.862683
5.376937,-1.0,0.00062777253,-4.206748e-09,-0.054632295,-1.0,-5896.2104,-2.7146876,-4.8339057
5.4119596,1.0,-144.90474,-0.08402585,-0.054412384,1.0,1110.4253,0.42009354,-4.809181
5.447005,1.0,79.810936,-0.042107344,-0.054475218,1.0,1206.9896,0.6178481,-4.780844
5.4821157,1.0,-116.46359,0.010768084,-0.054349553,1.0,-366.1707,0.5921108,-4.75656
5.5171623,1.0,234.37119,0.037926476,-0.05438097,1.0,4150.748,2.6179836,-4.7412915
5.552212,-1.0,58.570683,0.05221864,-0.054318137,-1.0,-271.1325,0.23806944,-4.7268405
5.587259,1.0,-69.758415,0.0037264011,-0.05397256,1.0,-133.60506,0.4137062,-4.7114153
5.622463,1.0,39.86054,-0.0013725624,-0.053878315,1.0,3037.4587,3.9031951,-4.695927
5.6575713,-1.0,-81.9062,-0.05059331,-0.0538469,-1.0,18.035046,0.74201286,-4.6756325
5.692616,-1.0,-53.314785,0.0022503803,-0.05390973,-1.0,1916.9526,1.597049,-4.6547723
5.7276635,1.0,280.89374,0.07662914,-0.053941146,1.0,-5461.9536,0.9315354,-4.6302676
5.763403,-1.0,-0.025608208,0.028937979,-0.05368982,-1.0,-219.38303,1.1210706,-4.6005483
5.79966,-1.0,-3.5573015,6.276834e-05,-0.053941146,-1.0,21.517954,1.134632,-4.5636973
5.8347025,1.0,65.99799,-0.0025446557,-0.05381548,1.0,682.84576,0.9417007,-4.5284486
5.8697376,-1.0,130.31505,0.084318355,-0.05397256,-1.0,295.07385,0.6974098,-4.504227
5.904767,-1.0,160.26048,-0.05354696,-0.053941146,-1.0,-419.2979,0.05738605,-4.481011
5.939825,1.0,-8.166284,0.00017189905,-0.05375265,1.0,-125.43624,0.5453419,-4.4585795
