time,p_iq,p_am,p_wm,p_thm,r_iq,r_am,r_wm,r_thm
23.283165,-0.09426326,-0.9151283,0.015224309,-0.028528802,-0.09426326,-21.032433,-0.25601524,3.27591
23.684238,-0.3125584,-12.087659,-0.02600219,-0.028886944,-0.3125584,-0.62445146,-0.46816856,3.1466255
24.086569,0.26005372,-5.306535,-0.023901176,-0.028648183,0.26005372,-4.9302955,-3.3865151,2.217165
24.48885,0.1587226,-0.21345884,-0.0027761993,-0.029578095,0.1587226,25.018263,-0.518733,1.2124034
24.890785,0.13140036,21.699167,0.04176071,-0.029111568,0.13140036,-120.42216,1.9761294,1.6205105
25.292423,0.04055413,4.0522118,-0.005347866,-0.028648183,0.04055413,3.047202,0.54965264,1.9919473
25.693676,-0.29945186,-3.2569468,-0.0106780855,-0.029813714,-0.29945186,-3.3360467,2.2938237,2.7323108
26.096464,-0.3673784,2.0259607,-0.0004310458,-0.02874243,-0.3673784,-20.142864,0.13953926,2.8552947
26.49953,-0.32645723,0.76906097,0.0020851865,-0.028635617,-0.32645723,-19.985111,-2.804828,2.4153318
26.901625,-0.072613224,-9.684781,-0.031771,-0.029059732,-0.072613224,206.10062,-3.2939217,1.1330986
27.302845,-0.10860674,1.1462313,-0.0012579815,-0.030240972,-0.10860674,20.679436,2.2013414,0.95726055
27.704365,-0.04434464,3.8756237,0.015633784,-0.028371723,-0.04434464,-7.9078894,0.7554667,1.53551
28.10708,0.5155099,1.1695739,0.00021322978,-0.029618936,0.5155099,5.924912,2.2753177,1.852126
28.508392,-0.31271505,0.15006872,0.0033731926,-0.028399998,-0.31271505,3.995241,-0.9275166,2.4728842
28.909468,0.03491899,20.836952,0.024886128,-0.028932497,0.03491899,-127.19414,-0.68572974,2.3303142
29.310694,0.05511243,1.9138149,-0.0029888314,-0.028447121,0.05511243,19.98057,-2.763803,1.2850497
29.711779,0.098431,6.495774,0.0041556195,-0.029854555,0.098431,20.688667,-0.20178919,0.40793267
