,time,iq,wm,thm
83,0.41598666,1.0,-11.346205,18.650112
84,0.4209892,-1.0,-89.08858,18.56202
85,0.42599672,-1.0,-82.36145,18.29598
86,0.43099922,-1.0,-40.140358,17.9733
87,0.43600535,1.0,-37.357,17.55961
88,0.44101158,-1.0,-38.39493,17.008663
89,0.44601697,-1.0,-21.927448,16.541283
90,0.45102605,-1.0,-16.37145,16.17613
91,0.4560442,1.0,-20.580555,15.918449
92,0.46105343,-1.0,-22.320286,15.510474
93,0.46606016,-1.0,-21.800121,14.980482
94,0.4710704,1.0,-24.799019,14.493687
95,0.47608438,-1.0,-496.32727,13.792696
96,0.48109886,1.0,-272.89246,13.363172
97,0.4861052,-1.0,-52.748695,13.149883
98,0.49111885,-1.0,-33.74829,12.878225
99,0.4961213,1.0,-8.521425,12.713913
100,0.5011285,1.0,-5.876363,12.705676
101,0.5061309,-1.0,-12.778797,12.521352
102,0.51113933,1.0,-15.074775,12.216644
103,0.5161418,1.0,-17.791851,11.94803
104,0.52114415,-1.0,-7.03828,11.729839
105,0.526153,-1.0,-6.7841735,11.683623
106,0.53115994,-1.0,-13.295526,11.566153
107,0.53616804,1.0,-373.1218,11.152084
108,0.54117036,1.0,-314.503,10.706976
109,0.54618466,1.0,-96.95295,10.312417
110,0.55119497,1.0,-62.712337,9.84931
111,0.5562017,1.0,-30.236467,9.398987
112,0.5612112,-1.0,-10.542256,9.18972
113,0.56621623,-1.0,-14.264755,8.959247
114,0.57121867,1.0,-15.317986,8.637667
115,0.576232,-1.0,-17.126825,8.3965435
116,0.5812345,1.0,-14.939174,8.114956
117,0.58624345,1.0,-7.427616,7.9509907
118,0.59124637,-1.0,-3.9702587,7.8624225
119,0.59624875,-1.0,-344.50656,7.574176
120,0.6012522,1.0,-332.49155,7.1455927
121,0.60625464,-1.0,-178.9898,6.553931
122,0.61127675,-1.0,-81.61606,5.898243
123,0.61627924,1.0,-44.49328,5.2147837
124,0.6212817,-1.0,-42.31709,4.6029205
125,0.62629104,1.0,-25.591316,4.0786767
126,0.63130563,-1.0,-21.244583,3.699417
127,0.63631606,1.0,-17.880478,3.3092256
128,0.641325,-1.0,-19.75074,3.0053015
129,0.64632744,-1.0,-13.7470875,2.6690192
130,0.6513395,-1.0,-18.179752,2.4349957
131,0.6563425,-1.0,-358.3686,1.9717937
132,0.66134495,-1.0,-139.6645,1.769249
133,0.66635334,-1.0,-63.64964,1.5668302
134,0.6713589,1.0,-38.82996,1.3263664
135,0.67636144,-1.0,-17.600159,1.0936618
136,0.68136376,1.0,-8.089587,0.9562111
137,0.6863734,-1.0,-5.139695,0.9752426
138,0.6914968,1.0,-2.5849328,0.9388571
139,0.6964994,1.0,2.140543,1.0258102
140,0.7015019,1.0,0.054196835,1.0515652
141,0.7065043,-1.0,-0.0313015,1.0748386
142,0.71152484,-1.0,6.482672,1.1651845
143,0.71653163,1.0,175.35693,1.4975901
144,0.7215382,1.0,-25.62854,1.5289378
145,0.72654796,1.0,-17.77228,1.472414
146,0.7315531,-1.0,-7.3957934,1.422833
147,0.73656315,-1.0,9.766534,1.487607
148,0.7415728,-1.0,2.5224686,1.6836362
149,0.7465826,-1.0,-1.1538959,1.7449856
150,0.7515935,1.0,-2.0148616,1.8172364
151,0.756596,-1.0,-3.287053,1.8885756
152,0.761974,1.0,3.8782525,1.9778533
153,0.76697654,-1.0,0.20549154,2.1198158
154,0.7719807,-1.0,6.8649893,2.262814
155,0.7769913,-1.0,187.8943,2.6312227
156,0.7819939,1.0,-9.426647,2.7235794
157,0.78699636,1.0,-18.674847,2.7014885
158,0.7919988,-1.0,-6.9355965,2.648829
159,0.79700136,1.0,-2.5775852,2.6340885
160,0.80200386,1.0,-10.319412,2.5749893
161,0.8070063,1.0,-7.62465,2.4238725
162,0.81201154,1.0,-12.602108,2.2816143
163,0.81701404,-1.0,-16.725811,2.0612268
164,0.822018,1.0,-13.523617,1.7513332
165,0.8270288,1.0,-8.528631,1.5854821
166,0.8320314,1.0,-8.777885,1.3595963
167,0.8370353,1.0,-140.00847,1.1182208
168,0.8420379,-1.0,9.480947,1.0761805
169,0.84704036,1.0,20.130981,1.1756682
170,0.85204345,1.0,16.63161,1.314332
171,0.8570562,1.0,23.619965,1.5576425
172,0.8620661,1.0,21.182838,1.9360723
173,0.86707103,-1.0,15.228756,2.2474608
174,0.8720828,-1.0,7.8556566,2.544838
175,0.87709427,1.0,3.5246286,2.7051787
176,0.88209677,-1.0,9.279717,2.9186754
177,0.8870993,1.0,7.8642187,3.1543832
178,0.89212126,1.0,4.981821,3.3674393
179,0.8971238,-1.0,256.1427,3.6506157
180,0.9021362,-1.0,173.56665,3.9608116
181,0.90713865,-1.0,78.1465,4.2632456
182,0.91214114,-1.0,48.175915,4.6870413
183,0.91715604,-1.0,27.878597,5.1193485
184,0.9221585,1.0,15.741776,5.492376
185,0.92716914,1.0,8.246041,5.8081627
186,0.93217164,1.0,14.885453,6.12552
187,0.93718314,1.0,15.167676,6.4959393
188,0.94218576,1.0,24.15155,7.045303
189,0.9471882,-1.0,25.619854,7.6022387
190,0.9521961,1.0,24.99172,8.059177
191,0.9572042,1.0,476.09018,8.719659
192,0.9622068,-1.0,441.37604,9.348097
193,0.9672094,1.0,164.26318,9.960324
194,0.97221196,1.0,71.06982,10.623165
195,0.9772144,1.0,41.55697,11.203314
196,0.982225,1.0,45.061943,11.967941
197,0.9872318,1.0,22.142546,12.569392
198,0.9922346,1.0,19.71153,13.0581255
199,0.99723715,-1.0,26.658998,13.714523
200,1.0022439,1.0,25.410288,14.322947
201,1.0072463,1.0,25.148039,15.037057
202,1.0122489,-1.0,28.654802,15.772529
203,1.0172569,-1.0,722.5494,16.741392
204,1.0222659,-1.0,322.71075,17.33279
205,1.0272756,1.0,44.988102,17.615496
206,1.0322781,-1.0,-17.402042,17.60022
207,1.0372858,-1.0,-26.324524,17.346218
208,1.0422883,-1.0,-27.784153,16.923006
209,1.047292,1.0,-32.85185,16.436306
210,1.0522945,1.0,-33.97766,15.842757
211,1.0573173,1.0,-31.571262,15.152262
212,1.0623198,-1.0,-22.980125,14.563427
213,1.0673223,-1.0,-18.585402,14.105909
214,1.0723246,-1.0,-22.931084,13.714055
215,1.0773342,-1.0,-742.624,12.878948
216,1.0823892,1.0,-390.06726,12.266142
217,1.0873957,1.0,-170.88034,11.626133
218,1.0924025,-1.0,-65.588806,10.9995985
219,1.0974051,-1.0,-37.298492,10.412679
220,1.102414,1.0,-22.174274,10.046993
221,1.1074272,-1.0,-21.261593,9.613949
222,1.1124374,-1.0,-11.805155,9.3163395
223,1.1174399,1.0,-15.071129,9.151934
224,1.1224424,1.0,-19.37795,8.796959
225,1.1274449,1.0,-18.348532,8.336929
226,1.1324558,1.0,-21.947803,7.916578
227,1.1374583,-1.0,-208.63997,7.5118093
228,1.1424608,-1.0,-143.88196,7.3095794
229,1.1474633,1.0,-110.98736,6.9462786
230,1.1525291,-1.0,-67.31435,6.470855
231,1.15754,1.0,-52.3052,5.903949
232,1.1625426,1.0,-36.139874,5.382156
233,1.1675451,-1.0,-27.910963,4.771801
234,1.1725476,-1.0,-21.936556,4.228959
235,1.1775501,1.0,-14.097657,3.9175901
236,1.1825525,1.0,-25.053919,3.55297
237,1.1875551,-1.0,-19.431087,3.1123562
238,1.1925609,1.0,-19.3218,2.7355156
239,1.1975635,-1.0,-372.92868,2.2421541
