time,p_iq,p_am,p_wm,p_thm,r_iq,r_am,r_wm,r_thm
5.5872235,1.0,337.61545,0.42553118,-0.070748664,1.0,40.070507,-0.0013746654,-6.3250313
5.622253,-1.0,527.53235,-0.1000165,-0.06408849,-1.0,56.141678,0.052291956,-6.3248115
5.657275,-1.0,5.456273,0.31302008,-0.056957074,-1.0,86.81471,0.13187508,-6.3250313
5.692311,1.0,8.156732,0.28482673,-0.049951322,1.0,132.15872,0.081619546,-6.3250628
5.7280974,1.0,-386.34552,0.3830434,-0.041280527,1.0,107.80853,-0.01060214,-6.325314
5.765265,-1.0,-331.04922,-0.22136441,-0.032798227,-1.0,-84.08737,0.06411411,-6.324906
5.8018427,1.0,115.0488,0.07594292,-0.026640706,1.0,88.24851,-0.010211303,-6.32478
5.8377843,1.0,-365.85315,0.061380576,-0.022399556,1.0,70.7099,-0.03107043,-6.324906
5.8728843,1.0,-400.6577,0.12769769,-0.02151991,1.0,-261.51724,-0.07337292,-6.3246856
5.907918,1.0,615.7136,0.40092134,-0.020451767,1.0,-81.51732,-0.046974663,-6.3245916
5.942948,1.0,43.990314,0.11468997,-0.01781283,1.0,0.006216812,-5.020322e-08,-6.324654
5.977986,-1.0,-45.07626,0.030864725,-0.015362388,-1.0,-69.19526,-0.09951403,-6.3247485
6.0130315,1.0,-658.79114,0.29965746,-0.014482742,1.0,112.27588,-0.033770043,-6.3248744
6.0480633,1.0,28.497458,-0.00070011977,-0.015613715,1.0,219.46951,0.08019421,-6.324717
6.0831003,1.0,-4.9579086,-0.10045429,-0.017561503,1.0,-82.27414,0.017362136,-6.32456
6.1182046,-1.0,214.70647,-0.34876612,-0.022022564,-1.0,100.119934,0.01702943,-6.3245287
6.153592,1.0,1551.4442,0.4831825,-0.028211502,1.0,111.07145,-0.010707853,-6.324497
6.190536,-1.0,147.43709,-0.24526778,-0.035971235,-1.0,-199.79517,-0.17298256,-6.3245287
6.22594,-1.0,-298.21954,-0.3350126,-0.043196898,-1.0,34.413063,0.05277775,-6.32456
6.2609735,1.0,-480.72214,-0.008105541,-0.05158495,1.0,-62.747513,0.0024405625,-6.3245916
6.2960315,-1.0,-191.06079,-0.4023533,-0.061355304,-1.0,-73.694534,0.0037907565,-6.324372
6.331073,1.0,-18.49364,-0.25208068,-0.070905745,1.0,54.767487,0.05232144,-6.324372
6.3661137,-1.0,187.92662,-0.2310023,-0.079545125,-1.0,44.219765,0.03918236,-6.324717
6.401811,-1.0,40.23825,-0.21478805,-0.08667654,-1.0,145.51375,-0.01981024,-6.324937
6.4368463,1.0,-7.1593704,-0.18792248,-0.09361946,1.0,51.14165,-0.030532552,-6.324937
6.471903,-1.0,198.69815,-0.16216503,-0.09968273,-1.0,87.96804,0.09884271,-6.3249683
6.506933,-1.0,165.01167,-0.37352318,-0.1059345,-1.0,49.73579,-0.0015721094,-6.3251257
6.5419774,1.0,20.329292,-0.105542876,-0.11052123,1.0,-14.74811,-0.05550077,-6.3250628
6.5770016,1.0,37.140373,-0.013059597,-0.11312875,1.0,-184.24135,-0.08116008,-6.3250313
6.61285,-1.0,314.46588,-0.08677078,-0.11476238,-1.0,48.808685,0.052510142,-6.325
6.647897,-1.0,1016.80774,-0.17765261,-0.11476238,-1.0,-87.73159,0.017465025,-6.3250628
6.682942,-1.0,58.992348,-0.0033292647,-0.11513937,-1.0,-123.533714,-0.08180572,-6.3249683
6.717971,1.0,-3.8332632,6.594395e-05,-0.11473096,1.0,-60.035152,-0.0851791,-6.324843
6.754766,1.0,-35.21028,0.09481917,-0.11281459,1.0,-52.13999,0.030593665,-6.3248744
6.789803,-1.0,-82.2408,0.01736041,-0.111872114,-1.0,64.79539,0.05207905,-6.3250313
6.8248606,-1.0,42.78181,0.15746851,-0.110426985,-1.0,46.115086,0.091071285,-6.324937
6.8599052,1.0,354.60092,0.20594195,-0.10998716,1.0,174.332,-0.013301881,-6.325
6.894951,-1.0,543.15173,-0.12167852,-0.10794512,-1.0,44.212193,0.03109991,-6.3247485
6.9299946,-1.0,-158.64471,0.0048190206,-0.10401813,-1.0,-108.284065,-0.086912945,-6.324717
6.9657207,1.0,77.97252,0.14464433,-0.10078229,1.0,-42.962017,-0.08788826,-6.3246856
7.001064,-1.0,204.90642,0.07954644,-0.096698225,-1.0,96.62907,-0.042147648,-6.325094
7.0361137,-1.0,-29.191427,0.10185229,-0.09229999,-1.0,61.342834,0.085370384,-6.325
7.07116,1.0,3.624243,0.028870344,-0.09107477,1.0,106.831924,0.08694681,-6.3248744
7.106202,-1.0,38.450264,-0.03028577,-0.0899438,-1.0,-0.04373666,4.1205266e-07,-6.3248744
7.1418223,-1.0,171.83455,-0.28347754,-0.09101194,-1.0,341.39093,0.1620023,-6.324843
7.1783037,-1.0,65.933266,-0.16977073,-0.095064595,-1.0,2.331964,-3.782556e-05,-6.3246856
7.2150636,1.0,74.85209,-0.18921912,-0.10207035,1.0,-98.68194,0.010417013,-6.324654
7.25009,1.0,-31.357971,-0.24415834,-0.10983008,1.0,-38.818096,0.0013553293,-6.324372
7.2852373,-1.0,831.2379,-0.45145136,-0.11828096,-1.0,-1.4866441,-0.028909957,-6.324403
7.320272,-1.0,156.7298,-0.13681793,-0.12516105,-1.0,20.810993,-0.00052443164,-6.324403
7.355297,-1.0,80.87812,-0.12589905,-0.13087875,-1.0,-72.60552,0.0037730115,-6.3245287
7.3903203,-1.0,251.1526,-0.24023494,-0.13527697,-1.0,-124.63385,0.01877896,-6.324623
7.426884,-1.0,-1159.1991,-0.60715973,-0.13948672,-1.0,-79.75038,-0.050652426,-6.3248744
7.46379,-1.0,-90.112885,0.003960582,-0.14363362,-1.0,77.91839,0.13308321,-6.3249683
7.4992256,-1.0,-186.62267,-0.17933013,-0.14686945,-1.0,66.82668,0.1482879,-6.3248744
7.53426,-1.0,105.721756,-0.03554938,-0.15038805,-1.0,-15.486805,0.00033799736,-6.3250628
7.569317,-1.0,-50.448547,-0.1642201,-0.1540637,-1.0,64.48762,0.08836468,-6.324906
7.604361,1.0,-5.4574966,-0.08666351,-0.15795928,1.0,-18.331615,0.10367539,-6.324906
7.6398168,-1.0,-29.960695,-0.08813725,-0.1605668,-1.0,182.78116,0.08118538,-6.3251257
7.6751766,-1.0,-1083.5477,-0.6673921,-0.16320574,-1.0,-92.668915,0.06576128,-6.324937
7.71046,-1.0,55.67964,-0.051334552,-0.16829512,-1.0,-6.2361813,0.06127096,-6.3247485
7.7455206,-1.0,300.65115,-0.3158282,-0.17561503,-1.0,-140.46864,0.04049164,-6.32456
7.780565,1.0,-435.61362,-0.010628781,-0.18529114,1.0,-102.22723,-0.022685833,-6.32456
7.8156114,1.0,99.306755,-0.25410885,-0.1942761,1.0,-42.056946,-0.10088225,-6.3244343
7.850689,1.0,-146.54013,-0.18445083,-0.201219,1.0,-43.232204,0.030363599,-6.3242774
7.8864303,1.0,-102.7283,0.03040029,-0.20674822,1.0,-208.99556,-0.07962237,-6.3244343
7.922349,-1.0,935.4681,-0.29427853,-0.21199468,-1.0,-107.561226,-0.027234478,-6.324403
7.958743,1.0,-156.0761,-0.2943088,-0.21708405,1.0,-255.16612,-0.16822389,-6.3246856
7.99381,-1.0,-119.70754,-0.2626369,-0.22339866,-1.0,-131.8893,-0.081630975,-6.324937
8.028881,1.0,12.516781,-0.19468069,-0.23024732,1.0,-63.42748,0.002451484,-6.3247485
8.063918,1.0,1587.3384,0.7227759,-0.2355252,1.0,31.36591,0.08753507,-6.324937
8.098954,-1.0,-249.7898,-0.04540544,-0.23825839,-1.0,8.967567,0.028752292,-6.3252826
8.1340885,1.0,2.024108,-0.09285388,-0.24190263,1.0,102.976036,0.04958063,-6.325094
8.169127,-1.0,-96.86646,-0.049692724,-0.2430336,-1.0,0.5986913,-8.380465e-06,-6.325251
8.204398,1.0,72.28528,0.15026958,-0.24168272,1.0,92.83812,0.11146532,-6.3251886
8.239992,1.0,-21.929676,0.012201149,-0.24190263,1.0,127.77758,0.14180571,-6.325251
8.275046,1.0,-349.28348,-0.015019788,-0.24014334,1.0,185.98093,-0.05649919,-6.325251
8.3101015,-1.0,38.27199,-0.057430107,-0.23982918,-1.0,51.583054,-0.10343983,-6.324937
8.345144,-1.0,48.104027,0.18249658,-0.23885529,-1.0,-55.178917,0.00469155,-6.324906
8.380715,-1.0,215.5617,0.042390514,-0.23854113,-1.0,-36.030308,0.12314469,-6.32478
8.415768,-1.0,280.25348,-0.19252013,-0.237096,-1.0,226.923,0.17278838,-6.3246856
8.450868,-1.0,144.46156,0.14376663,-0.23602785,-1.0,-77.56596,0.0038692758,-6.3247485
8.486107,1.0,-104.198166,0.05038177,-0.2339544,1.0,-62.756226,0.031365864,-6.3245916
8.5211525,1.0,89.185555,0.2679381,-0.23269777,1.0,65.87143,0.057258803,-6.32478
8.556175,-1.0,-113.01258,0.010735573,-0.22990175,-1.0,151.37013,0.08114071,-6.3249683
8.591219,1.0,66.61379,0.052040596,-0.22663449,1.0,104.03297,0.021231538,-6.3248744
8.626272,-1.0,266.1081,0.024122663,-0.22207919,-1.0,-278.56012,-0.074996606,-6.324843
8.661833,-1.0,-71.47199,0.15701833,-0.21614158,-1.0,14.91413,-0.0008998962,-6.325
8.696903,-1.0,87.00619,0.14478205,-0.21039246,-1.0,97.975006,0.018528003,-6.3250628
8.7324915,-1.0,-136.63795,0.17002638,-0.20486325,-1.0,6.740814,0.09545027,-6.325
8.768847,1.0,177.20276,0.31546083,-0.20008804,1.0,-65.04673,0.0052294065,-6.325157
8.803901,-1.0,-108.76301,0.07537885,-0.19521856,-1.0,223.13704,0.08213754,-6.3252826
8.838949,-1.0,-223.45448,0.05266311,-0.18855838,-1.0,22.706682,-0.1193566,-6.3248744
8.873981,-1.0,-66.667,0.03578513,-0.18249512,-1.0,-75.33946,-0.13318098,-6.32478
8.909027,1.0,-105.95099,0.06784723,-0.17809689,1.0,-42.20911,0.0014153882,-6.3245287
8.944344,1.0,962.0283,0.7690169,-0.17206503,1.0,-13.260742,0.00038506792,-6.32478
8.979373,1.0,46.32632,0.17062911,-0.1650907,1.0,36.124508,0.12581572,-6.32456
9.016655,1.0,-134.96619,0.30919227,-0.1564199,1.0,1.8472102,-0.028992055,-6.324654
9.0533905,1.0,-1.9461393,0.25205356,-0.1489429,1.0,-109.027565,0.017867293,-6.32478
9.089031,-1.0,-583.71436,-0.1096718,-0.14149733,-1.0,39.87278,0.054773703,-6.324843
9.125647,-1.0,116.24292,0.23678352,-0.13518274,-1.0,86.5323,0.029123232,-6.324906
9.161187,-1.0,572.4507,0.20931563,-0.13043892,-1.0,-40.304276,-0.01298562,-6.32478
9.196249,1.0,-863.5283,0.31483397,-0.12591504,1.0,-14.593305,-0.08871793,-6.3248115
9.231291,1.0,188.43465,0.08090706,-0.12277344,1.0,-45.686348,-0.014080237,-6.324654
9.266326,1.0,-141.66203,0.14126697,-0.11824955,1.0,95.662834,-0.106989026,-6.324717
