PP,Ad(PD),4C
0.036213412322103976,0.03171958066523075,0.03130124714225531
0.03554389793425798,0.03788923341780901,0.03188377376645803
0.042349246144294736,0.03960466142743826,0.0379682470113039
0.04435411263257265,0.05357626639306545,0.038597997091710565
0.0440021613612771,0.042148479633033274,0.043454195559024814
0.04053679797798395,0.04579571932554245,0.036954056657850745
0.038057050108909606,0.04008826138451695,0.03605021629482508
0.039964056201279165,0.03502106731757522,0.03379842322319746
