condition,Period,RMSE,T2T,MAF,Ine,Group
PP,11,0.03620006901330198,1.2171,7.605744970182076,3.8244816329466316,Group 8
PP,12,0.04132109979842789,1.2864,7.0666449480505005,2.4033307158061983,Group 8
PP,13,0.03434446029840813,1.1235,8.822249844558945,4.352406307134538,Group 8
PP,14,0.04189473843479839,1.4551,8.125831042643373,4.323049675009314,Group 8
PP,15,0.04028806807969231,1.4253,6.902998492411151,3.029771624420859,Group 8
PP,16,0.03854735565409064,1.2572,8.2945423325421,4.353073897766018,Group 8
PP,17,0.03362837360223105,1.0872,5.801127300131061,1.8869124585305181,Group 8
PP,18,0.0425305566504132,1.4057000000000002,6.655553869335039,2.660734998570461,Group 8
PP,19,0.037704848855892974,1.1847,7.155163918135014,2.787845395102472,Group 8
PP,20,0.0345413946859849,1.1971,7.006408975375636,2.3282865861835145,Group 8
PP,1,0.050158938089078585,2.0381,2.5805843318483985,1.1514472059656378,Group 9
PP,2,0.09543006616799782,2.7019,3.5189248383564427,1.6931533261986382,Group 9
PP,3,0.06193386167477195,2.0465,7.87122466727324,4.180629023104096,Group 9
PP,4,0.05624955927923632,1.8459,5.606094656243786,2.449531604650847,Group 9
PP,5,0.04514753681100265,1.6142,2.577712996237577,0.5917445328129816,Group 9
PP,6,0.05581243838112181,1.8759000000000001,3.548435299298402,1.4748935823821205,Group 9
