PP,Ad(PD),4C
1.7265850000000005,1.9222750000000002,1.9224850000000004
1.818845,1.65046,1.91384
1.5598250000000002,1.570125,1.6889350000000003
1.515975,1.0761450000000001,1.7101249999999997
1.4380600000000001,1.5646349999999998,1.39246
1.7240150000000003,1.314245,1.8385150000000003
1.6837199999999999,1.63965,1.7613850000000002
1.663485,1.762915,1.8678350000000001
